district,school,schtype,adminyear,bookletnumber,sasid,grade,stugrade,lastname,firstname,mi,gender,race_off,dob,yrsinmass,yrsinmass_num,yrsinsch,yrsindis,ever_ell,highneeds,freelunch_off,title1_off,lep_off,lepflep_off,flep_off,sped_off,plan504_off,firstlanguage,natureofdis,levelofneed,spedplacement,nclb_choice,octenr,conenr_sch,conenr_dis,conenr_sta,access_part,ealt,ecomplexity,eteststat,wptopdev,wpcompconv,eitem1,eitem2,eitem3,eitem4,eitem5,eitem6,eitem7,eitem8,eitem9,eitem10,eitem11,eitem12,eitem13,eitem14,eitem15,eitem16,eitem17,eitem18,eitem19,eitem20,eitem21,eitem22,eitem23,eitem24,eitem25,eitem26,eitem27,eitem28,eitem29,eitem30,eitem31,eitem32,eitem33,eitem34,eitem35,eitem36,eitem37,eitem38,eitem39,eitem40,eitem41,eitem42,erawsc,emcpts,eorpts,escaleds,eperflev,eperf2,ecpi,enumin,eassess,esgp,amendela,malt,mcomplexity,mteststat,mitem1,mitem2,mitem3,mitem4,mitem5,mitem6,mitem7,mitem8,mitem9,mitem10,mitem11,mitem12,mitem13,mitem14,mitem15,mitem16,mitem17,mitem18,mitem19,mitem20,mitem21,mitem22,mitem23,mitem24,mitem25,mitem26,mitem27,mitem28,mitem29,mitem30,mitem31,mitem32,mitem33,mitem34,mitem35,mitem36,mitem37,mitem38,mitem39,mitem40,mitem41,mitem42,mrawsc,mmcpts,morpts,mscaleds,mperflev,mperf2,mcpi,mnumin,massess,msgp,amendmat,salt,scomplexity,steststat,scitry,sitem1,sitem2,sitem3,sitem4,sitem5,sitem6,sitem7,sitem8,sitem9,sitem10,sitem11,sitem12,sitem13,sitem14,sitem15,sitem16,sitem17,sitem18,sitem19,sitem20,sitem21,sitem22,sitem23,sitem24,sitem25,sitem26,sitem27,sitem28,sitem29,sitem30,sitem31,sitem32,sitem33,sitem34,sitem35,sitem36,sitem37,sitem38,sitem39,sitem40,sitem41,sitem42,sitem43,sitem44,sitem45,srawsc,smcpts,sorpts,sscaleds,sperflev,sperf2,scpi,snumin,sassess,amendsci,ela_cd,math_cd,sci_cd,accom_l,accom_c,accom_m,accom_s,accom26l,accom29c,accom30m,datachanged,mcasrowid,grade2010,grade2011,grade2012,escaleds2010,escaleds2011,escaleds2012,mscaleds2010,mscaleds2011,mscaleds2012,esgp2010,esgp2011,esgp2012,msgp2010,msgp2011,msgp2012,summarize
DistrictX,5,ES,2013,415271892,1460452,3,3,Smith,John, ,F,H,2/29/04,4,4,2,4,1,1,1,0,0,1,1,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,+,+,+,+,+,+,+,+,+,3,+,+,D,+,+,+,2,+,+,+,+,+,1,+,+,+,+,+,+,+,+,+,+,2,1,+,+,+,-,+, ,43,34,9,258,P,P,100,1,1, , , , ,T,+,+,1,B,A,+,+,0,+,+,+,1,0,+,C,C,D,1,+,-,+,+,0,1,-,1,+,+,+,+,-,1,0,+,-,-, , , , , , ,22,16,6,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,526363969,1996604,3,3,Smith,John,V,M,W,7/13/04,4,4,4,4,1,1,1,1,0,1,1,0,0,140, , ,0, ,1, , , , , , ,T, , ,+,+,A,+,+,+,+,+,C,+,2,+,+,+,+,A,+,1,-,+,-,-,+,1,+,+,+,-,+,+,-,+,+,+,1,2,+,-,+,+,+, ,34,27,7,236,NI,NI,75,1,1, , , , ,T,+,+,0,+,+,+,+,1,+,+,+,1,0,+,B,C,+,1,+,+,+,+,1,1,+,2,-,-,+,+,+,1,2,+,+,-, , , , , , ,31,21,10,248,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,520245378,1232977,3,3,Smith,John,J,M,W,9/9/03,4,4,4,4,0,1,0,0,0,0,0,1,0,267,11,4,10, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,1,+,+,+,+,+,+,1,+,+,+,+,+,1,-,+,+,+,+,+,+,+,+,+,1,1,+,+,-,-,+, ,38,33,5,242,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,1,+,+,C,0,0,+,A,C,+,2,+,+,+,+,1,1,+,2,+,+,+,+,-,1,2,+,+,+, , , , , , ,33,22,11,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,790142612,1042439,3,3,Smith,John,V,F,H,12/26/03,4,4,3,4,1,1,1,0,0,1,1,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,B,+,+,+,+,+,+,+,+,2,+,+,+,+,+,+,1,+,+,+,+,+,1,+,+,+,-,+,+,-,+,+,+,2,1,+,+,+,-,+, ,39,32,7,244,P,P,100,1,1, , , , ,T,+,+,1,A,C,+,+,0,+,C,+,0,0,+,B,+,+,2,+,+,+,+,1,1,+,2,-,+,+,+,+,1,2,+,+,-, , , , , , ,30,20,10,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,481399299,1471371,3,3,Smith,John,D,M,W,3/17/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,B,B,+,+,+,+,2,+,+,+,+,+,+,1,+,+,+,+,-,1,-,+,+,-,+,+,-,+,+,+,1,2,+,-,+,+,+, ,36,29,7,238,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,+,0,+,+,+,1,0,+,C,D,B,2,+,-,+,+,1,0,+,2,+,-,+,+,+,1,1,+,+,-, , , , , , ,29,20,9,244,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,706068356,1610216,3,3,Smith,John,A,F,H,6/11/04,4,4,2,2,1,1,1,0,0,1,1,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,+,+,A,+,C,A,D,+,+,2,+,+,+,+,+,D,1,+,+,+,+,-,2,+,+,+,+,+,+,+,-,-,-,1,1,+,+,-,-,+, ,32,25,7,234,NI,NI,75,1,1, , , , ,T,+,+,1,B,+,+,A,1,A,+,C,0,0,C,+,C,+,1,-,+,+,+,1,1,-,2,-,-,+,-,-,0,0,-,-,+, , , , , , ,19,12,7,220,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,517838985,1033861,3,3,Smith,John,D,M,W,5/26/04,4,4,4,4,0,0,0,1,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,+,+,+,+,+,2,+,+,+,+,+,1,+,+,+,+,+,+,+,+,+,+,2,1,+,+,+,+,+, ,44,36,8,262,A,A,100,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,+,1,0,+,+,+,+,2,+,+,+,+,1,1,+,2,+,+,+,+,+,1,2,+,+,+, , , , , , ,39,26,13,276,A,A,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,651161230,1278342,3,3,Smith,John,E,F,W,12/22/04,3,3,3,3,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,1,+,+,+,+,+,1,+,+,+,-,+,+,+,+,+,+,1,2,+,+,+,+,+, ,43,35,8,258,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,1,+,+,+,1,0,+,A,A,+,2,+,-,+,+,1,1,+,2,+,+,+,+,-,1,2,-,+,-, , , , , , ,32,20,12,250,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,746319700,1322437,3,3,Smith,John,L,M,B,9/17/03,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,C,A,+,+,+,+,1,+,+,+,+,+,C,1,+,+,+,+,+,1,-,+,+,+,+,+,+,+,+,+,1,2,+,-,-,+,+, ,36,30,6,238,NI,NI,75,1,1, , , , ,T,+,+,1,A,+,+,+,1,+,C,C,1,0,+,+,A,+,2,+,-,+,+,1,1,-,2,-,+,+,+,+,0,0,+,-,-, , , , , , ,26,17,9,236,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,422918913,1712560,3,3,Smith,John,V,F,H,1/15/04,4,4,4,4,1,1,0,1,0,1,1,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,C,+,1,+,+,+,+,+,+,1,+,+,+,-,+,2,-,+,+,+,+,+,-,+,-,+,1,2,-,+,-,-,+, ,35,28,7,238,NI,NI,75,1,1, , , , ,T,+,+,1,A,C,+,+,1,+,+,C,1,0,+,+,A,+,0,-,+,+,+,1,1,+,2,+,+,+,+,-,1,1,-,-,+, , , , , , ,27,18,9,238,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,784484033,1007570,3,3,Smith,John,M,F,H,9/1/03,5+,5,2,5,0,0,0,1,0,0,0,0,1,7, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,A,+,+,+,+,+,1,+,+,+,+,+,1,+,+,+,+,+,+,+,+,+,+,1,2,+,+,+,+,+, ,42,35,7,252,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,1,+,+,C,1,0,+,+,C,+,2,-,-,+,+,1,1,+,2,+,+,+,+,+,1,2,+,-,+, , , , , , ,33,21,12,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,642194906,1347722,3,3,Smith,John,F,M,W,8/25/03,4,4,4,4,0,0,0,1,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,A,+,+,+,2,+,+,+,+,+,+,1,+,+,+,-,+,1,+,+,+,-,+,+,+,+,+,+,0,2,+,+,+,-,-, ,37,31,6,240,P,P,100,1,1, , , , ,T,+,+,1,D,+,+,D,1,+,+,C,1,0,+,B,C,+,2,+,+,+,+,1,1,+,2,+,-,+,+,-,1,2,+,-,+, , , , , , ,30,18,12,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,474550600,1852218,3,3,Smith,John,J,M,W,7/9/04,4,4,4,4,1,1,1,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,C,+,A,D,+,C,C,A,D,+,0,A,C,+,A,+,A,1,-,+, ,-,-,2,-,+,+,-,+,-,-,+,-,-,0,1,-,-,-,-,+, ,15,11,4,214,W,W,25,1,1, , , , ,T,+,C,1,A,+,+,+,1,A,+,+,1,0,+,A,C,A,1,-,-,+,+,1,0, ,0,-,-,+,-,+,1,0,-,-,+, , , , , , ,18,12,6,218,W,W,25,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,674827024,1931570,3,3,Smith,John,D,M,W,5/7/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,C,+,+,+,+,2,+,+,-,+,+,1,+,+,+,+,+,+,+,+,+,+,2,1,+,-,+,+,+, ,41,33,8,250,P,P,100,1,1, , , , ,T,+,+,1,+,+,+,+,0,+,+,+,1,0,+,B,D,+,2,+,+,+,+,1,1,+,2,+,+,+,-,+,1,2,+,+,-, , , , , , ,33,22,11,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,596599857,1110628,3,3,Smith,John,M,M,W,8/11/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,1,+,+,+,+,+,+,1,+,+,+,+,+,2,+,+,+,+,+,+,-,+,+,+,1,1,+,+,+,+,+, ,41,35,6,250,P,P,100,1,1, , , , ,T,+,+,1,+,C,+,+,2,+,+,+,1,0,+,B,+,+,2,-,+,+,+,1,1,+,2,+,+,+,+,-,1,0,+,+,+, , , , , , ,33,22,11,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,484419008,1744494,3,3,Smith,John,N,F,H,5/10/04,4,4,4,4,1,1,0,1,0,1,1,0,0,7, , ,0, ,1, , , , , , ,T, , ,C,+,+,+,+,+,C,+,+,+,1,+,+,+,C,A,+,2,+,+,+,-,-,1,+,+,+,-,+,+,+,+,+,-,0,1,-,-,-,-,-, ,28,23,5,228,NI,NI,50,1,1, , , , ,T,+,C,1,A,C,+,+,0,+,C,+,1,0,C,C,A,+,1,+,-,+,+,1,1,-,2,+,-,+,-,+,1,2,+,+,-, , , , , , ,24,14,10,230,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,577815673,1206310,3,3,Smith,John,D,F,H,8/20/03,1,1, , ,1,1,1,1,1,1,0,0,0,7, , ,0, ,0, , , , , , ,T, , ,D,D,C,+,C,+,A,A,D,B,1,+,B,A,D,B,A,1,-,+,-,-,-,1,-,+,+,-,-,-,-,-,-,-,0,0,-,-,-,+,-, ,10,7,3,208,W,W,0,1,1, , , , ,T,D,+,1,A,A,+,A,0,+,B,A,0,0,A,+,C,+,0,+,-,-,+,0,0,+,0,-,+,+,+,-,0,0,-,+,-, , , , , , ,13,12,1,214,W,W,25,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,425751278,1358692,3,3,Smith,John,D,F,H,5/14/04,4,4,2,4,1,1,1,1,0,1,1,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,+,A,+,C,C,A,D,+,+,1,+,+,+,+,B,+,1,+,+,-,+,+,1,+,+,+,+,+,+,-,+,+,+,0,0,+,+,+,+,-, ,30,27,3,230,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,+,1,+,+,C,0,0,+,B,D,+,1,-,+,-,+,0,1,-,2,-,-,+,-,+,1,2,-,-,-, , , , , , ,23,14,9,228,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,714350339,1420704,3,3,Smith,John,G,M,W,6/19/04,4,4,4,4,0,0,0,1,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,B,+,+,+,+,+,0,+,+,+,+,+,+,1,-,+,+,+,+,1,+,+,-,+,+,+,+,+,+,+,2,1,+,-,-,-,+, ,35,30,5,238,NI,NI,75,1,1, , , , ,T,+,+,1,+,+,+,+,2,+,+,+,1,0,+,A,+,A,2,+,+,-,+,1,1,+,0,+,+,+,+,-,1,2,+,+,+, , , , , , ,33,22,11,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,536211878,1847404,3,3,Smith,John,B,F,W,6/2/04,4,4,4,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,D,+,+,+,+,+,+,+,+,2,+,+,+,+,+,+,1,-,+,+,+,-,2,+,+,+,+,+,+,+,-,+,+,1,1,+,+,-,-,+, ,37,30,7,240,P,P,100,1,1, , , , ,T,+,+,1,A,C,+,D,0,+,+,C,1,0,+,B,D,+,2,+,+,+,+,1,1,-,2, ,+,+,+,+,1,0,+,+,-, , , , , , ,26,17,9,236,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,422730253,1507404,3,3,Smith,John,J,M,W,9/20/03,4,4,4,4,0,1,1,1,0,0,0,1,0,267,8,2,20, ,1, , , , , , ,T, , ,+,+,A,+,+,A,+,+,+,A,3,+,+,+,+,A,A,1,+,+,-,-,+,1,+,+,+,-,-,+,+,+,+,+,1,2,-,+,-,+,+, ,33,25,8,234,NI,NI,75,1,1, , , , ,T,A,+,1,D,A,+,+,1,A,+,D,1,0,+,B,A,+,0,+,-,+,+,0,1,-,1,+,-,+,+,-,1,0,-,-,-, , , , , , ,18,12,6,218,W,W,25,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,531631002,1294872,3,3,Smith,John,J,M,H,5/20/03,5+,5,3,5,1,1,1,0,1,1,0,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,+,B,D,B, ,+,+,+,+,2,A,+,B,+,C,+,1,-,+, ,-,-,1,-,+,-,+,-,+,-,+,-,+,1,2,-,-,-,-,-, ,22,15,7,220,NI,NI,50,1,1, , , , ,T,+,C,0,+,B,+,D,2,+,+,C,0,0,+,A,C,+,1,+,-,+,+,1,1,-,2,-,-,+,-,+,1,0,+,+,-, , , , , , ,22,14,8,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,688131249,1606262,3,3,Smith,John,E,F,W,11/6/03,4,4,4,4,0,0,0,0,0,0,0,0,1,267, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,+,+,+,+,+,2,+,+,+,+,+,1,+,+,+,+,+,+,+,+,+,+,1,2,+,+,+,+,+, ,44,36,8,262,A,A,100,1,1, , , , ,T,+,+,1,A,+,+,+,1,+,+,+,1,0,+,A,D,+,2,+,+,+,+,1,1,-,2,+,+,+,+,+,1,2,+,+,-, , , , , , ,33,21,12,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,649571006,1759395,3,3,Smith,John,S,F,B,2/10/04,4,4,1,4,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T, , ,+,D,B,+,B,+,C,A,+,+,0,A,C,+,D,+,A,1,-,-,+,+,-,2,-, ,+,-,+,+,-,-,+,+,0,0,+,-,-,-,+, ,19,16,3,218,W,W,25,1,1, , , , ,T,+,+, ,D,C,C,+,1,A,C,+, ,0,+,+,C,B, ,+,-,-,+,0,1,-,2,+,+,+,-,-,0,0,+,-,+, , , , , , ,17,13,4,218,W,W,25,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,545686801,1084960,3,3,Smith,John,D,M,H,8/4/04,4,4,4,4,0,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,+,B,+,+,A,+,+,+,D,1,A,A,+,D,A,+,1,-,+,-,-,-,2,-,-,+,-,+,+,+,-,+,-,1,1,-,-,-,-,-, ,21,15,6,220,NI,NI,50,1,1, , , , ,T,+,+,0,A,+,+,+,1,+,C,D,1,0,+,B,A,+,1,+,+,-,+,1,0,-,0,+,+,+,+,+,0,0,+,+,-, , , , , , ,22,18,4,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,698675540,1011692,3,3,Smith,John, ,M,A,2/11/04,4,4,3,3,0,1,1,0,0,0,0,1,0,267,3,3,20, ,1, , , , , , ,T, , ,+,B,B,A,B,+,D,D,*,+,1,A,B,B,A,A,+,1,-,+,-,-,+,1,-,+,+,-,+,-,-,+,-,-,0,0,+,+,-,-,+, ,16,13,3,214,W,W,25,1,1, , , , ,T,+,+,1,B,B,+,+,2,+,+,+,1,0,+,+,D,B,0,-,+,+,+,1,0,-,2,-,-,+,+,+,1,2, ,+,+, , , , , , ,27,17,10,238,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,534460019,1092794,3,3,Smith,John,M,F,W,10/3/03,4,4,4,4,0,1,0,0,0,0,0,1,0,267,11,3,20, ,1, , , , , , ,T, , ,+,D,+,A,C,+,D,+,+,+,1,A,+,B,+,+,+,1,+,+,+,+,+,1,-,-, ,-,+,-, ,-,+,+,1,1,+,+,-,-,-, ,25,20,5,224,NI,NI,50,1,1, , , , ,T,+,+,1,A,C,+,+,1,+,+,+,1,0,+,+,C,+,0,+,-,+,+,1,1,+,0,-,-,+, ,-,1,0,-,+,-, , , , , , ,22,16,6,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,553056611,1858174,3,3,Smith,John,A,M,W,6/28/04,4,4,3,4,0,1,0,0,0,0,0,1,1,267,7,1,10, ,1, , , , , , ,T, , ,+,D,+,+,+,+,+,+,+,+,1,+,+,+,+,+,+,1,+,+,+,+,+,2,+,+,+,-,+,-,+,+,+,+,1,1,*,+,+,+,+, ,38,32,6,242,P,P,100,1,1, , , , ,T,A,+,1,+,+,+,+,1,+,+,+,1,0,+, ,D,+,2,+,-,+,+,1,1,+,2,-,+,+,+,+,1,2,+,+,+, , , , , , ,33,21,12,254,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,600630956,1105994,3,3,Smith,John,I,M,M,8/8/04,4,4,4,4,0,1,1,0,0,0,0,1,0,267,11,4,40, ,1, , , , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PRG,W,100,1,1, , ,1,EP,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PRG,W,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,762957783,1649393,3,3,Smith,John, ,M,H,6/6/04,4,4,3,4,1,1,1,0,0,1,1,1,0,7,11,3,20, ,1, , , , , , ,T, , ,+,+,+,+,C,C,A,+,C,+,0,A,+,+,+,A,+,1,-,+,-,-,-,1,-,+,+,+,+,+,-,+,+,+,1,2,-,-,+,+,-, ,26,21,5,226,NI,NI,50,1,1, , , , ,T,+,+,1,+,A,+,+,2,+,+,A,1,0,+,B,D,A,2,+,+,-,+,1,0,-,2,+,-,+,-,+,1,1,-,+,-, , , , , , ,26,15,11,236,NI,NI,75,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,563751547,1585223,3,3,Smith,John, ,F,H,1/22/04,4,4,4,4,1,1,1,0,0,1,1,0,0,7, , ,0, ,1, , , ,1, , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,+,+,+,+,+,1,-,-,+,+,+,1,-,+,+,+,+,+,-,+,-,+,2,1,-,+,+,-,+, ,36,29,7,238,NI,NI,75,1,1, , , , ,T,+,+,1,+,C,+,+,0,+,+,C,0,0,+,B,A,+,0,+,-,+,+,0,1,+,2,-,-,+,-,-,1,2,+,-,-, , , , , , ,22,15,7,226,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
DistrictX,5,ES,2013,792678671,1168971,3,3,Smith,John,S,F,H,1/5/04,4,4,4,4,1,1,1,0,0,1,1,0,0,7, , ,0, ,1, , , , , , ,T, , ,+,+,+,+,+,+,+,+,+,+,2,+,+,+,+,+,+,1,-,+,+,+,+,1,+,+,+,+,+,+,+,-,+,+,1,1,+,+,+,+,+, ,40,34,6,246,P,P,100,1,1, , , , ,T,+,+,1,A,+,+,+,0,+,+,+,1,0,+,+,+,+,2,+,+,+,+,1,0,+,2,-,+,+,+,+,1,0,+,+,-, , , , , , ,31,23,8,248,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.30E+14, , , , , , , , , , , , , , , ,1
